chrom,start,end,strand,score_,occupancy
chr6,72797753,72797772,-,46.48385,0.08704419489424245
chr6,72797916,72797935,+,46.48385,0.08704419489424245
chr6,72797954,72797973,-,46.48385,0.08704419489424245
chr6,72799321,72799340,-,20.12335,0.020215142509057087
chr6,72829053,72829072,-,93.15131,0.5739440161033373
chr6,72831506,72831525,-,86.93648,0.48948257043855137
chr6,72831569,72831588,-,86.93648,0.48948257043855137
chr6,72851868,72851887,+,114.54002,0.7992353394550147
chr6,72852780,72852799,+,27.98848,0.03156404418220626
chr6,72902501,72902520,-,75.20615,0.331885908905514
chr6,72917241,72917260,+,23.7279,0.024811680701929247
chr6,72940650,72940669,+,57.78195,0.15482979303574895
chr6,72940660,72940679,+,57.78195,0.15482979303574895
chr6,73010276,73010295,-,108.9662,0.7534048213816942
chr6,73020255,73020274,-,78.69511,0.37697002608310726
chr6,73020937,73020956,+,38.01946,0.05514471575286726
chr6,73033903,73033922,+,41.55112,0.0668461403215701
chr6,73045069,73045088,+,29.16232,0.03371714752815035
chr6,73055289,73055308,+,16.98545,0.016900082353425102
chr6,73142935,73142954,+,57.96516,0.15621697709329813
chr6,73143599,73143618,+,83.69846,0.44475903149510615
chr6,73153867,73153886,-,93.1084,0.5733763357665662
chr6,73233518,73233537,-,69.09958,0.2597422793447312
chr6,73247589,73247608,+,121.63486,0.8445869020112264
chr6,73247630,73247649,-,121.63486,0.8445869020112264
chr6,73286526,73286545,+,88.94735,0.517178044102861
chr6,73305554,73305573,-,29.65936,0.03467088380015174
chr6,73305697,73305716,+,29.65936,0.03467088380015174
chr6,73311525,73311544,-,94.80342,0.5955618186579578
chr6,73335186,73335205,+,36.70881,0.051312526133828834
chr6,73367794,73367813,+,93.6666,0.580737570545059
chr6,73376479,73376498,+,109.06193,0.7542722824873989
chr6,73523850,73523869,+,92.73257,0.5683918880296565
chr6,74215506,74215525,-,37.74429,0.05431849656480702
chr6,74215509,74215528,+,37.74429,0.05431849656480702
chr6,74340993,74341012,+,20.61941,0.020794463430437525
chr6,76130400,76130419,+,54.51507,0.13173307694933284
chr6,76652972,76652991,-,22.50611,0.023149724789393547
chr6,77140847,77140866,-,21.31866,0.02163872511096336
chr6,77149499,77149518,+,28.14726,0.03184732853064169
chr6,77149509,77149528,+,28.14726,0.03184732853064169
chr6,77482646,77482665,+,13.45417,0.013805354417359061
chr6,77577786,77577805,+,86.15991,0.4787500965816299
chr6,77582776,77582795,-,50.4479,0.1070909354722929
chr6,77599422,77599441,-,53.07214,0.12248796355557116
chr6,77628968,77628987,+,40.43705,0.06292644876629047
chr6,77634195,77634214,+,69.29388,0.26188244361284635
chr6,77650277,77650296,+,45.41821,0.08226176903875282
chr6,77939924,77939943,+,31.25854,0.03791860516450015
chr6,78332359,78332378,+,26.15091,0.02845776663255178
chr6,78506053,78506072,+,27.39182,0.030521123751818563
chr6,78513050,78513069,-,109.06193,0.7542722824873989
chr6,78513134,78513153,+,109.06193,0.7542722824873989
chr6,78516240,78516259,-,25.35579,0.027207405084525783
chr6,78544391,78544410,+,51.68845,0.11414734298179775
chr6,78757605,78757624,-,94.06973,0.5860210238939207
chr6,78757818,78757837,-,94.06973,0.5860210238939207
chr6,78818237,78818256,+,79.9196,0.3932919394112462
chr6,78900135,78900154,+,78.37443,0.37273341930248777
chr6,79617648,79617667,-,24.92349,0.026550136508396587
chr6,79651473,79651492,+,22.22332,0.02278080418300429
chr6,79651566,79651585,-,22.22332,0.02278080418300429
chr6,80786474,80786493,-,67.70062,0.24465909601050753
chr6,81069329,81069348,+,23.19026,0.024066503804390592
chr6,81376458,81376477,-,51.86378,0.11517641445378389
chr6,81769392,81769411,-,24.92349,0.026550136508396587
chr6,81795395,81795414,+,91.49937,0.5518913681135448
chr6,81795487,81795506,+,91.49937,0.5518913681135448
chr6,81817492,81817511,-,52.74802,0.12048883290286398
chr6,81910662,81910681,-,36.02519,0.049414682538555965
chr6,81933467,81933486,-,59.71888,0.17000333273682255
chr6,81956585,81956604,+,29.2307,0.03384684252382559
chr6,81976143,81976162,+,108.05206,0.7449783293855796
chr6,81987157,81987176,+,91.91432,0.5574669746702676
chr6,82019454,82019473,+,38.01946,0.05514471575286726
chr6,82019505,82019524,-,38.01946,0.05514471575286726
chr6,82055068,82055087,-,61.0223,0.18085364662563247
chr6,82119233,82119252,+,36.16592,0.04979987031877331
chr6,82119390,82119409,-,36.16592,0.04979987031877331
chr6,82119724,82119743,-,36.16592,0.04979987031877331
chr6,82143682,82143701,+,103.14841,0.6953963541413548
chr6,82172873,82172892,-,43.38504,0.07379259735331858
chr6,82293699,82293718,+,55.03843,0.13522829697138036
chr6,82379554,82379573,-,32.82207,0.04137456584120211
chr6,82383765,82383784,-,53.02202,0.12217699314502438
chr6,82395716,82395735,+,33.77861,0.043635032701887275
chr6,82402808,82402827,-,38.09537,0.055374708708336946
chr6,82402867,82402886,+,38.09537,0.055374708708336946
chr6,82418562,82418581,-,96.79732,0.620951092124212
chr6,82424061,82424080,-,48.88534,0.09874729614383143
chr6,82429090,82429109,-,106.29724,0.7280780961832781
chr6,82491476,82491495,+,38.72011,0.05730199952592296
chr6,82549469,82549488,-,63.27788,0.20086521802235507
chr6,82552298,82552317,-,30.13096,0.03559976631868727
chr6,82552414,82552433,+,30.13096,0.03559976631868727
chr6,82552417,82552436,+,30.13096,0.03559976631868727
chr6,82585573,82585592,+,54.28935,0.13024916881145854
chr6,82594910,82594929,+,59.57374,0.16882716637455603
chr6,82603866,82603885,-,97.10522,0.6247955239211411
chr6,82603901,82603920,-,97.10522,0.6247955239211411
chr6,82608939,82608958,+,58.50385,0.1603535230401135
chr6,82702897,82702916,-,89.23497,0.5211203116742941
chr6,82714387,82714406,+,106.70219,0.7320623884583953
chr6,82714397,82714416,+,106.70219,0.7320623884583953
chr6,82728892,82728911,+,44.94769,0.08022679761567725
chr6,82735502,82735521,-,45.97645,0.0847366468677132
chr6,82740333,82740352,+,41.623,0.06710664296933089
chr6,82750240,82750259,-,45.2266,0.08142748700930662
chr6,82755368,82755387,-,111.63075,0.7764934012291952
chr6,82755550,82755569,-,111.63075,0.7764934012291952
chr6,82782365,82782384,-,38.71862,0.057297329120677615
chr6,82819569,82819588,+,17.84421,0.017750249680415123
chr6,82880988,82881007,+,61.04649,0.1810599336812819
chr6,82892739,82892758,-,87.93681,0.503284160960507
chr6,82909650,82909669,-,86.35744,0.4814808295598305
chr6,82909652,82909671,+,86.35744,0.4814808295598305
chr6,82916079,82916098,+,107.63152,0.7410148964323532
chr6,82917909,82917928,+,101.84507,0.681009495171076
chr6,82917921,82917940,-,101.84507,0.681009495171076
chr6,82919673,82919692,-,82.3559,0.42632722273681645
chr6,82925196,82925215,-,27.10947,0.03003928274083102
chr6,82945939,82945958,-,147.78247,0.9248099979262606
chr6,82971181,82971200,-,86.21783,0.4795508393615485
chr6,82996826,82996845,+,52.46072,0.11874018256361601
chr6,82998556,82998575,-,32.39569,0.040403361006907106
chr6,83055300,83055319,-,53.51283,0.1252513492637736
chr6,83055302,83055321,+,53.51283,0.1252513492637736
chr6,83075156,83075175,+,24.48049,0.025892606720436917
chr6,83078732,83078751,-,46.48223,0.08703673835724283
chr6,83094774,83094793,+,53.56063,0.12555424091932338
chr6,83097279,83097298,-,19.92232,0.01998489262413748
chr6,83101327,83101346,+,63.00339,0.1983458326986139
chr6,83101445,83101464,-,63.00339,0.1983458326986139
chr6,83101962,83101981,-,63.00339,0.1983458326986139
chr6,83107532,83107551,-,106.70219,0.7320623884583953
chr6,83107751,83107770,+,106.70219,0.7320623884583953
chr6,83115539,83115558,+,47.05974,0.08973154439091255
chr6,83127233,83127252,+,68.72783,0.255678088207051
chr6,83127601,83127620,+,68.72783,0.255678088207051
chr6,83159628,83159647,-,30.76366,0.036883586773879096
chr6,83159786,83159805,+,30.76366,0.036883586773879096
chr6,83162996,83163015,+,109.1144,0.7547465375016474
chr6,83165637,83165656,+,106.6702,0.7317494753022609
chr6,83185239,83185258,-,18.59958,0.01853264480643881
chr6,83215415,83215434,+,66.32406,0.23038723132856498
chr6,83264692,83264711,+,59.20176,0.16584190554176165
chr6,83265448,83265467,-,90.05859,0.5323720118332892
chr6,83268257,83268276,+,79.02882,0.38139613093657115
chr6,83268723,83268742,+,79.02882,0.38139613093657115
chr6,83279115,83279134,-,82.3559,0.42632722273681645
chr6,83280435,83280454,+,107.63152,0.7410148964323532
chr6,83280732,83280751,-,107.63152,0.7410148964323532
chr6,83317430,83317449,-,54.8505,0.13396440539068535
chr6,83317432,83317451,+,54.8505,0.13396440539068535
chr6,83327976,83327995,+,50.4479,0.1070909354722929
chr6,83349404,83349423,+,99.69437,0.6562265912306133
chr6,83356705,83356724,+,93.15131,0.5739440161033373
chr6,83455985,83456004,+,11.79727,0.012552719922188036
chr6,83478425,83478444,-,63.46045,0.2025538481616018
chr6,83500649,83500668,-,74.46588,0.32264146055682225
chr6,83583050,83583069,+,115.89625,0.8089818830995038
chr6,83583109,83583128,+,115.89625,0.8089818830995038
chr6,83598841,83598860,+,99.2252,0.6506553925769063
chr6,83626909,83626928,+,24.26171,0.025573744196846767
chr6,83673609,83673628,-,107.63152,0.7410148964323532
chr6,83690474,83690493,+,95.56512,0.6053579362879955
chr6,83693994,83694013,+,86.35744,0.4814808295598305
chr6,83695499,83695518,+,29.11366,0.03362514672062146
chr6,83695897,83695916,+,29.11366,0.03362514672062146
chr6,83727375,83727394,-,53.28474,0.12381454839822666
chr6,83728659,83728678,+,99.6429,0.6556182055519929
chr6,83731323,83731342,-,95.36446,0.6027884660096541
chr6,83731607,83731626,-,95.36446,0.6027884660096541
chr6,83750481,83750500,-,93.20385,0.5746386947681498
chr6,83758444,83758463,+,101.63334,0.6786264081792164
chr6,83776201,83776220,-,88.42147,0.5099552826805066
chr6,83779195,83779214,-,98.42805,0.6410605693029624
chr6,83779418,83779437,+,98.42805,0.6410605693029624
chr6,83815965,83815984,+,48.28117,0.09567826500463068
chr6,83841074,83841093,+,25.66213,0.027682696499792284
chr6,83879680,83879699,+,50.35853,0.10659757928385022
chr6,83880000,83880019,+,50.35853,0.10659757928385022
chr6,83914266,83914285,-,85.17755,0.4651694318923554
chr6,83914275,83914294,+,85.17755,0.4651694318923554
chr6,83937231,83937250,+,33.77861,0.043635032701887275
chr6,84034273,84034292,+,51.59101,0.11357887315158169
chr6,84061511,84061530,-,112.24207,0.781483510295217
chr6,84072766,84072785,-,98.41202,0.6408659942006673
chr6,84078355,84078374,+,45.98376,0.08476949596243809
chr6,84093644,84093663,+,60.83875,0.17929422854774096
chr6,84095198,84095217,+,94.12062,0.5866859629101525
chr6,84096058,84096077,+,80.89684,0.40646439830997816
chr6,84148633,84148652,+,17.00278,0.01691683708013425
chr6,84162835,84162854,+,44.32295,0.07759547760125833
chr6,84176574,84176593,+,57.53521,0.15297728561468274
chr6,84201182,84201201,+,32.69129,0.04107433071263777
chr6,84208217,84208236,+,19.41831,0.01941884883370753
chr6,84232038,84232057,+,18.61035,0.018544041060043672
chr6,84261594,84261613,-,20.54874,0.02071095100385981
chr6,84261669,84261688,+,20.54874,0.02071095100385981
chr6,84269213,84269232,-,22.06622,0.022578339828814024
chr6,84293021,84293040,-,26.13729,0.028435886908761133
chr6,84303175,84303194,-,34.60679,0.04568667078228504
chr6,84317300,84317319,-,61.21102,0.1824677827811762
chr6,84320764,84320783,+,22.3867,0.022993240284063375
chr6,84322695,84322714,-,40.1548,0.06196783580479162
chr6,84375680,84375699,+,101.02947,0.6717605933053596
chr6,84404881,84404900,-,89.88489,0.5300040388536225
chr6,84408002,84408021,+,72.98737,0.30456337358582297
chr6,84426036,84426055,+,74.46588,0.32264146055682225
chr6,84426039,84426058,+,74.46588,0.32264146055682225
chr6,84426159,84426178,-,74.46588,0.32264146055682225
chr6,84472428,84472447,+,37.52284,0.053662034927790654
chr6,84472483,84472502,-,37.52284,0.053662034927790654
chr6,84506861,84506880,+,46.47779,0.08701630486656936
chr6,84507094,84507113,-,46.47779,0.08701630486656936
chr6,84545654,84545673,-,50.97521,0.11004261619134588
chr6,84574095,84574114,+,38.26851,0.05590266105915793
chr6,84579034,84579053,+,109.68985,0.7598918835945253
chr6,84579110,84579129,-,109.68985,0.7598918835945253
chr6,84590495,84590514,-,95.56512,0.6053579362879955
chr6,84737110,84737129,-,97.28774,0.6270642617691651
chr6,84912620,84912639,-,33.19856,0.04225062080826743
chr6,84916494,84916513,+,82.51228,0.4284676200819705
chr6,84926256,84926275,-,78.71262,0.377201833043836
chr6,84995621,84995640,-,68.98164,0.25844853415584473
chr6,85002873,85002892,-,11.99525,0.012696287087968775
chr6,85037907,85037926,+,53.51283,0.1252513492637736
chr6,85117878,85117897,-,74.46588,0.32264146055682225
chr6,85118005,85118024,-,74.46588,0.32264146055682225
chr6,85131885,85131904,-,77.05029,0.3554266093588633
chr6,85132979,85132998,-,79.34116,0.385554193290916
chr6,85137292,85137311,+,73.91818,0.3158831595181286
chr6,85137547,85137566,-,73.91818,0.3158831595181286
chr6,85139715,85139734,+,40.21288,0.06216397781757075
chr6,85141167,85141186,+,83.68473,0.4445699742520451
chr6,85141280,85141299,+,83.68473,0.4445699742520451
chr6,85154121,85154140,+,95.36446,0.6027884660096541
chr6,85154189,85154208,-,95.36446,0.6027884660096541
chr6,85155435,85155454,-,73.62944,0.31234903326078944
chr6,85159295,85159314,+,77.94709,0.367114213050496
chr6,85160394,85160413,+,104.13635,0.7059709466388678
chr6,85197628,85197647,-,13.91469,0.014174872599739052
chr6,85237180,85237199,+,112.85146,0.7863451279324379
chr6,85237413,85237432,+,112.85146,0.7863451279324379
chr6,85239098,85239117,-,114.90205,0.8018893376141745
chr6,85239116,85239135,-,114.90205,0.8018893376141745
chr6,85239332,85239351,-,114.90205,0.8018893376141745
chr6,85239372,85239391,+,114.90205,0.8018893376141745
chr6,85253477,85253496,-,59.20176,0.16584190554176165
chr6,85263007,85263026,+,67.70097,0.24466279719853
chr6,85263138,85263157,+,67.70097,0.24466279719853
chr6,85287782,85287801,-,50.78477,0.10896853607263426
chr6,85287785,85287804,-,50.78477,0.10896853607263426
chr6,85291302,85291321,+,99.90629,0.6587241883823909
chr6,85308657,85308676,-,35.38155,0.04768862603073102
chr6,85316415,85316434,-,29.11366,0.03362514672062146
chr6,85339372,85339391,+,76.19694,0.3444467371243313
chr6,85339438,85339457,+,76.19694,0.3444467371243313
chr6,85346398,85346417,+,79.02341,0.3813242389640085
chr6,85346544,85346563,+,79.02341,0.3813242389640085
chr6,85353889,85353908,+,75.50748,0.33568385136620865
chr6,85363732,85363751,+,58.18058,0.15786078966556283
chr6,85380748,85380767,-,97.38165,0.6282285742765592
chr6,85392003,85392022,-,80.44988,0.400425040409661
chr6,85395545,85395564,+,91.49937,0.5518913681135448
chr6,85397368,85397387,-,79.70953,0.39047644190112746
chr6,85410867,85410886,-,118.10184,0.8237153291151176
chr6,85411016,85411035,-,118.10184,0.8237153291151176
chr6,85451586,85451605,+,91.82118,0.5562174480916092
chr6,85462938,85462957,+,18.14904,0.01806200855645078
chr6,85465561,85465580,+,41.2417,0.06573540161114436
chr6,85477578,85477597,-,107.97448,0.7442512853236499
chr6,85477851,85477870,+,107.97448,0.7442512853236499
chr6,85477865,85477884,+,107.97448,0.7442512853236499
chr6,85510634,85510653,-,85.51062,0.46977327736645863
chr6,85510653,85510672,-,85.51062,0.46977327736645863
chr6,85520996,85521015,-,21.06376,0.021327154478943164
chr6,85521040,85521059,-,21.06376,0.021327154478943164
chr6,85562576,85562595,+,67.61555,0.24376058101056838
chr6,85569440,85569459,-,21.07135,0.021336368296325185
chr6,85574177,85574196,-,21.72875,0.022149340378195825
chr6,85586988,85587007,+,82.96857,0.4347235318067028
chr6,85653342,85653361,-,27.79184,0.031216584208896173
chr6,85653429,85653448,+,27.79184,0.031216584208896173
chr6,85837020,85837039,+,16.12815,0.01609127635216177
chr6,85843781,85843800,-,104.75302,0.7124240904524681
chr6,85895478,85895497,-,102.606,0.689468574357545
chr6,85904963,85904982,-,72.15719,0.29465092511051333
chr6,85915940,85915959,-,36.77275,0.051493508514792355
chr6,85936984,85937003,+,54.05642,0.12873262734470386
chr6,85953975,85953994,-,43.77106,0.07533665300064342
chr6,85966873,85966892,-,28.40666,0.03231541942227134
chr6,86003726,86003745,-,104.98426,0.7148143732526449
chr6,86004459,86004478,-,115.64883,0.8072434570966294
chr6,86010140,86010159,-,93.20385,0.5746386947681498
chr6,86028665,86028684,+,51.60475,0.11365888456808479
chr6,86085686,86085705,-,108.56343,0.74972401167335
chr6,86099173,86099192,+,33.47819,0.04291270941684205
chr6,86127107,86127126,+,72.80533,0.3023747067763472
chr6,86128639,86128658,+,78.39008,0.37293978721827903
chr6,86136403,86136422,+,95.08196,0.5991573506786811
chr6,86141983,86142002,+,107.16516,0.73655565074364
chr6,86158051,86158070,-,89.14441,0.5198797151032057
chr6,86193991,86194010,+,97.20154,0.6259937436631288
chr6,86195352,86195371,-,84.42735,0.4548079104618328
chr6,86195354,86195373,+,84.42735,0.4548079104618328
chr6,86195660,86195679,+,84.42735,0.4548079104618328
chr6,86195849,86195868,+,84.42735,0.4548079104618328
chr6,86203279,86203298,-,44.80202,0.07960610612525643
chr6,86260521,86260540,+,95.83027,0.6087405716056121
chr6,86275892,86275911,+,84.20976,0.45180578771550617
chr6,86277819,86277838,+,62.08738,0.1901071426389577
chr6,86299146,86299165,+,85.72789,0.4727770658672431
chr6,86330138,86330157,-,91.91432,0.5574669746702676
chr6,86336538,86336557,-,61.69545,0.18666134577725316
chr6,86349327,86349346,+,28.87858,0.03318408005939253
chr6,86349464,86349483,-,28.87858,0.03318408005939253
chr6,86355152,86355171,+,72.47276,0.298397994574926
chr6,86361569,86361588,+,73.62944,0.31234903326078944
chr6,86364589,86364608,-,61.60011,0.18583029947683447
chr6,86365446,86365465,+,127.71909,0.873495509761795
chr6,86370283,86370302,-,65.40847,0.22121346751741214
chr6,86401285,86401304,-,90.57153,0.539347381287724
chr6,86420653,86420672,-,147.08636,0.9237969674425441
chr6,86420655,86420674,+,147.08636,0.9237969674425441
chr6,86420709,86420728,-,147.08636,0.9237969674425441
chr6,86420711,86420730,+,147.08636,0.9237969674425441
chr6,86437815,86437834,+,52.74802,0.12048883290286398
chr6,86466410,86466429,-,26.12692,0.028419239050364493
chr6,86472297,86472316,+,105.26902,0.7177356321833208
chr6,86494943,86494962,+,54.17953,0.1295322980071597
chr6,86508557,86508576,+,15.03716,0.01511682381035315
chr6,86522448,86522467,-,21.62004,0.022012847724533654
chr6,86533988,86534007,+,33.456,0.042859810389159265
chr6,86536233,86536252,+,23.89943,0.025054114557023235
chr6,86536455,86536474,+,23.89943,0.025054114557023235
chr6,86541856,86541875,-,45.97645,0.0847366468677132
chr6,86593707,86593726,+,22.7417,0.023461511941661607
chr6,86638631,86638650,-,28.57091,0.03261523568896412
chr6,86671000,86671019,-,85.51062,0.46977327736645863
chr6,86694647,86694666,-,125.9204,0.8657987713363324
chr6,86725031,86725050,-,54.31897,0.1304430894975211
chr6,86740781,86740800,+,60.75767,0.17860867595823463
chr6,86741358,86741377,+,36.34535,0.05029509703206537
chr6,86747391,86747410,+,90.17512,0.5339589994125378
chr6,86747416,86747435,+,90.17512,0.5339589994125378
chr6,86754636,86754655,+,101.63334,0.6786264081792164
chr6,86806613,86806632,-,132.94482,0.8923446223757179
chr6,86806626,86806645,+,132.94482,0.8923446223757179
chr6,86808241,86808260,-,17.05634,0.016968722304373667
chr6,86813417,86813436,+,38.30153,0.05600388265589606
chr6,86820895,86820914,-,108.26498,0.7469641394821691
chr6,86821128,86821147,+,108.26498,0.7469641394821691
chr6,86827680,86827699,-,81.03111,0.4082831892227381
chr6,86878842,86878861,-,25.34866,0.02719643761824808
chr6,86916855,86916874,+,11.07166,0.012040099864385558
chr6,86922071,86922090,-,77.07775,0.3557822847041098
chr6,86983054,86983073,-,31.5026,0.03843924089314932
chr6,87002941,87002960,-,87.87506,0.5024333401318737
chr6,87017126,87017145,-,74.66785,0.3251513123057115
chr6,87101194,87101213,+,130.77556,0.8851140647567218
chr6,87101402,87101421,+,130.77556,0.8851140647567218
chr6,87101778,87101797,+,130.77556,0.8851140647567218
chr6,87120854,87120873,+,94.2131,0.5878931383118873
chr6,87131259,87131278,+,71.20478,0.2835013695700705
chr6,87211740,87211759,+,58.50385,0.1603535230401135
chr6,87274965,87274984,-,95.83167,0.6087583933610898
chr6,87323583,87323602,-,80.96338,0.4073654810372009
chr6,87335861,87335880,-,20.99629,0.021245420528244286
chr6,87386391,87386410,-,80.64691,0.4030844026195672
chr6,87399312,87399331,+,116.52099,0.8132936831575366
chr6,87451219,87451238,-,32.68764,0.041065981219734676
chr6,87466401,87466420,+,91.95482,0.5580099396419804
chr6,87488187,87488206,+,66.47587,0.23193303640162977
chr6,87506371,87506390,-,31.05385,0.037487172005863094
chr6,87513559,87513578,-,99.11417,0.6493286362563708
chr6,87513561,87513580,+,99.11417,0.6493286362563708
chr6,87522430,87522449,-,58.8676,0.16319579123908348
chr6,87552224,87552243,-,45.38466,0.08211513352577585
chr6,87614993,87615012,+,93.1084,0.5733763357665662
chr6,87670346,87670365,-,47.14047,0.09011415088966625
chr6,87706482,87706501,+,51.86378,0.11517641445378389
chr6,87730606,87730625,+,24.60158,0.026070748142684598
chr6,87742735,87742754,-,79.19761,0.3836413592198215
chr6,87742926,87742945,+,79.19761,0.3836413592198215
chr6,87763959,87763978,-,75.09142,0.3304450992601647
chr6,87764047,87764066,+,75.09142,0.3304450992601647
chr6,87842435,87842454,+,70.58134,0.27633586835914886
chr6,87874156,87874175,+,47.47452,0.09171288860626753
chr6,87877408,87877427,-,23.19026,0.024066503804390592
chr6,87887717,87887736,+,97.33808,0.6276886402235857
chr6,87906774,87906793,+,67.65501,0.24417709131097043
chr6,87998051,87998070,-,117.64697,0.8207875251599673
chr6,88011350,88011369,-,20.27147,0.02038645034853409
chr6,88021457,88021476,-,21.93339,0.02240852430104205
chr6,88061617,88061636,-,50.60294,0.10795154360100226
chr6,88075210,88075229,-,100.37192,0.6641699963222778
chr6,88089148,88089167,+,50.4479,0.1070909354722929
chr6,88089388,88089407,+,50.4479,0.1070909354722929
chr6,88105970,88105989,+,103.62183,0.7004997454348534
chr6,88106122,88106141,-,103.62183,0.7004997454348534
chr6,88106135,88106154,+,103.62183,0.7004997454348534
chr6,88106412,88106431,+,103.62183,0.7004997454348534
chr6,88113303,88113322,+,99.11417,0.6493286362563708
chr6,88119499,88119518,-,107.70259,0.7416885484899163
chr6,88123689,88123708,-,99.17131,0.6500118269870893
chr6,88124068,88124087,+,99.17131,0.6500118269870893
chr6,88124125,88124144,+,99.17131,0.6500118269870893
chr6,88133158,88133177,+,27.44512,0.030612916970493287
chr6,88141930,88141949,+,27.56844,0.030826322749411238
chr6,88151524,88151543,+,78.24763,0.3710628765732431
chr6,88160029,88160048,+,20.33385,0.020459019967621884
chr6,88189628,88189647,+,69.87626,0.26836221669431215
chr6,88193963,88193982,+,16.25236,0.016206059924780292
chr6,88217720,88217739,-,41.59076,0.0669896851246896
chr6,88398171,88398190,-,73.12745,0.3062532360951502
chr6,88398181,88398200,-,73.12745,0.3062532360951502
chr6,88431387,88431406,-,40.21288,0.06216397781757075
chr6,88431434,88431453,-,40.21288,0.06216397781757075
chr6,88500366,88500385,-,82.59357,0.42958100875167926
chr6,88549279,88549298,+,44.16383,0.07693796074364677
chr6,88559897,88559916,+,21.54145,0.02191468449294091
chr6,88565209,88565228,+,56.31339,0.14406703557820505
chr6,88577885,88577904,-,22.03963,0.022544245827163086
chr6,88577912,88577931,-,22.03963,0.022544245827163086
chr6,88577939,88577958,-,22.03963,0.022544245827163086
chr6,88577966,88577985,-,22.03963,0.022544245827163086
chr6,88577993,88578012,-,22.03963,0.022544245827163086
chr6,88578020,88578039,-,22.03963,0.022544245827163086
chr6,88578128,88578147,-,64.2038,0.20953583675860513
chr6,88578155,88578174,-,64.2038,0.20953583675860513
chr6,88578182,88578201,-,64.2038,0.20953583675860513
chr6,88578209,88578228,-,64.2038,0.20953583675860513
chr6,88578236,88578255,-,64.2038,0.20953583675860513
chr6,88724605,88724624,+,19.20231,0.019181096214902653
chr6,88752848,88752867,-,48.28117,0.09567826500463068
chr6,88826693,88826712,+,26.54311,0.029094857142621087
chr6,88826722,88826741,-,26.54311,0.029094857142621087
chr6,88831673,88831692,-,116.8837,0.8157463397441385
chr6,88849372,88849391,+,91.75005,0.555262416896925
chr6,88849413,88849432,-,91.75005,0.555262416896925
chr6,88855810,88855829,-,83.68473,0.4445699742520451
chr6,88861138,88861157,-,107.72219,0.7418740562910345
chr6,88861197,88861216,+,107.72219,0.7418740562910345
chr6,88861757,88861776,-,107.72219,0.7418740562910345
chr6,88879671,88879690,-,54.31897,0.1304430894975211
chr6,88893752,88893771,-,115.56841,0.806674622491202
chr6,88896143,88896162,-,66.55756,0.23276774504858821
chr6,88906952,88906971,-,72.50003,0.29872300857305567
chr6,88907092,88907111,+,72.50003,0.29872300857305567
chr6,88916194,88916213,-,110.53271,0.7672435991989378
chr6,88916317,88916336,-,110.53271,0.7672435991989378
chr6,88927731,88927750,+,106.87062,0.7337047018756122
chr6,88935956,88935975,+,71.8723,0.2912905088201151
chr6,88960142,88960161,+,57.17489,0.1503042563801197
chr6,88980330,88980349,+,63.82931,0.2059970179284038
chr6,89005297,89005316,-,96.66221,0.6192573833594252
chr6,89005488,89005507,+,96.66221,0.6192573833594252
chr6,89024147,89024166,-,42.40995,0.07002059003666053
chr6,89034004,89034023,-,59.22646,0.1660388340445906
chr6,89034090,89034109,-,59.22646,0.1660388340445906
chr6,89046679,89046698,+,60.90123,0.17982388950054284
chr6,89067851,89067870,-,40.21288,0.06216397781757075
chr6,89089786,89089805,+,59.71888,0.17000333273682255
chr6,89128312,89128331,+,17.29557,0.0172023855451367
chr6,89155016,89155035,+,39.02353,0.05826052516523426
chr6,89245550,89245569,+,22.03795,0.022542093399894315
chr6,89283250,89283269,+,61.86981,0.18818843818733758
chr6,89351492,89351511,+,57.37368,0.15177425671172184
chr6,89362698,89362717,+,86.79605,0.487542553906718
chr6,89362992,89363011,+,86.79605,0.487542553906718
chr6,89553483,89553502,-,66.54041,0.2325923381470399
chr6,89605652,89605671,-,17.7665,0.017671621391874486
chr6,89608188,89608207,+,113.14548,0.7886507578197793
chr6,89608210,89608229,+,113.14548,0.7886507578197793
chr6,89622874,89622893,-,63.27788,0.20086521802235507
chr6,89632247,89632266,-,95.83027,0.6087405716056121
chr6,89639170,89639189,+,122.90593,0.8513244346883319
chr6,89639204,89639223,+,122.90593,0.8513244346883319
chr6,89639215,89639234,-,122.90593,0.8513244346883319
chr6,89659856,89659875,-,90.62541,0.5400785012886176
chr6,89660011,89660030,+,90.62541,0.5400785012886176
chr6,89663998,89664017,+,18.11518,0.018027115514320777
chr6,89679564,89679583,+,80.18382,0.39684158601867925
chr6,89679574,89679593,+,80.18382,0.39684158601867925
chr6,89680371,89680390,+,107.70259,0.7416885484899163
chr6,90288451,90288470,-,71.8723,0.2912905088201151
chr6,90327822,90327841,-,54.78017,0.13349395784204793
chr6,90422688,90422707,-,98.51881,0.6421610324118525
chr6,90422821,90422840,-,98.51881,0.6421610324118525
chr6,90428879,90428898,-,107.06916,0.7356293764726705
chr6,90435346,90435365,+,73.10723,0.30600900746589277
chr6,90450349,90450368,+,112.04128,0.7798570229360572
chr6,90515227,90515246,-,117.63563,0.8207138089292714
chr6,90526626,90526645,-,12.20419,0.012849558828854395
chr6,90533702,90533721,+,38.71862,0.057297329120677615
chr6,90538138,90538157,-,90.35674,0.5364297522890245
chr6,90549224,90549243,-,24.86852,0.026467673264124504
chr6,90561354,90561373,-,58.95154,0.16385732398705546
